id,equipID,stage,hp_extra_ratio,phy_atk_extra_ratio,mag_atk_extra_ratio,phy_dfs_extra_ratio,mag_dfs_extra_ratio,hp_max_extra,phy_atk_extra,mag_atk_extra,phy_dfs_extra,mag_dfs_extra,hp_max_percent,phy_atk_percent,mag_atk_percent,phy_dfs_percent,mag_dfs_percent,crit_atk_ratio,crit_dfs_ratio,crit_atk_value,crit_dfs_value,hit_rate_value,evade_value,normal_atk_up,normal_dfs_up,skillAtkUp,skillDfsUp,ultraAtkUp,ultraDfsUp,phyDamAdd,phyDamReduce,magDamAdd,magDamReduce,cure_up,cure_down,heal_up,normal_leech_value,skill_phy_leech_value,skill_mag_leech_value,normal_atk_no_dfs,skill_phy_no_dfs,skill_mag_no_dfs,phyPen,magPen
630,1163023,3,0,0,0,3.37,4.26,0,0,0,66,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,1164001,0,18.77,0,5.13,0,0,476,0,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,1164001,1,19.98,0,5.46,0,0,143,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,1164001,2,22.71,0,6.2,0,0,286,0,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1164001,3,25.73,0,7.03,0,0,429,0,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1164001,4,28.76,0,7.85,0,0,572,0,156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,1164001,5,30.27,0,8.27,0,0,714,0,195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1164002,0,29.18,0,0,2.61,0,740,0,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1164002,1,31.06,0,0,2.78,0,222,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1164002,2,35.3,0,0,3.16,0,444,0,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1164002,3,40,0,0,3.58,0,666,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1164002,4,44.71,0,0,4,0,889,0,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1164002,5,47.06,0,0,4.21,0,1111,0,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1164003,0,0,0,0,3.52,4.38,0,0,0,89,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1164003,1,0,0,0,3.75,4.66,0,0,0,27,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,1164003,2,0,0,0,4.26,5.29,0,0,0,54,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1164003,3,0,0,0,4.82,6,0,0,0,80,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,1164003,4,0,0,0,5.39,6.7,0,0,0,107,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1164003,5,0,0,0,5.67,7.06,0,0,0,134,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1164011,0,19.45,0,5.04,0,0,494,0,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,1164011,1,20.71,0,5.37,0,0,148,0,38,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1164011,2,23.53,0,6.1,0,0,296,0,77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1164011,3,26.67,0,6.92,0,0,444,0,115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1164011,4,29.8,0,7.73,0,0,592,0,154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1164011,5,31.37,0,8.14,0,0,740,0,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1164012,0,28.71,0,0,2.64,0,728,0,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1164012,1,30.56,0,0,2.81,0,219,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1164012,2,34.73,0,0,3.19,0,437,0,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1164012,3,39.36,0,0,3.61,0,656,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1164012,4,43.99,0,0,4.04,0,874,0,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,1164012,5,46.3,0,0,4.25,0,1093,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1164013,0,0,0,0,3.46,4.42,0,0,0,88,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1164013,1,0,0,0,3.68,4.71,0,0,0,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1164013,2,0,0,0,4.19,5.35,0,0,0,53,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,1164013,3,0,0,0,4.75,6.06,0,0,0,79,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1164013,4,0,0,0,5.3,6.77,0,0,0,105,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1164013,5,0,0,0,5.58,7.13,0,0,0,132,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1164021,0,19.22,0,5.13,0,0,488,0,130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,1164021,1,20.46,0,5.46,0,0,146,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1164021,2,23.25,0,6.2,0,0,293,0,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1164021,3,26.35,0,7.03,0,0,439,0,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1164021,4,29.45,0,7.85,0,0,585,0,156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,1164021,5,31,0,8.27,0,0,732,0,195,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1164022,0,29.18,0,0,2.63,0,740,0,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1164022,1,31.06,0,0,2.8,0,222,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1164022,2,35.3,0,0,3.18,0,444,0,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1164022,3,40,0,0,3.6,0,666,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,1164022,4,44.71,0,0,4.03,0,889,0,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1164022,5,47.06,0,0,4.24,0,1111,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1164023,0,0,0,0,3.52,4.4,0,0,0,89,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1164023,1,0,0,0,3.75,4.68,0,0,0,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1164023,2,0,0,0,4.26,5.32,0,0,0,54,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1164023,3,0,0,0,4.82,6.03,0,0,0,80,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1164023,4,0,0,0,5.39,6.74,0,0,0,107,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1164023,5,0,0,0,5.67,7.1,0,0,0,134,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1172001,0,13.03,0,0,0,1.12,362,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1172001,1,14.1,0,0,0,1.22,115,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1172001,2,15.33,0,0,0,1.32,241,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1172002,0,11.12,0,0,0,1.14,309,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1172002,1,12.03,0,0,0,1.23,98,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1172002,2,13.08,0,0,0,1.34,206,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1172003,0,14.83,0,0,0,1.31,412,0,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1172003,1,16.05,0,0,0,1.41,130,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1172003,2,17.45,0,0,0,1.54,275,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,1173001,0,22.11,0,0,0,2.21,604,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1173001,1,23.33,0,0,0,2.33,181,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1173001,2,26.1,0,0,0,2.61,386,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1173001,3,30.7,0,0,0,3.07,604,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,1173002,0,18.18,0,0,0,1.76,497,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1173002,1,19.19,0,0,0,1.86,149,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1173002,2,21.46,0,0,0,2.08,318,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1173002,3,25.25,0,0,0,2.45,497,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1173003,0,17.9,0,0,0,1.87,489,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,1173003,1,18.9,0,0,0,1.97,147,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1173003,2,21.13,0,0,0,2.2,313,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1173003,3,24.86,0,0,0,2.59,489,0,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1173004,0,23.88,0,0,0,2.15,652,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1173004,1,25.21,0,0,0,2.26,196,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1173004,2,28.2,0,0,0,2.53,418,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1173004,3,33.17,0,0,0,2.98,652,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1173005,0,20.98,0,0,0,1.84,573,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1173005,1,22.14,0,0,0,1.94,172,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1173005,2,24.77,0,0,0,2.17,367,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1173005,3,29.14,0,0,0,2.55,573,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1173006,0,18.78,0,0,0,1.93,513,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1173006,1,19.82,0,0,0,2.03,154,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,1173006,2,22.17,0,0,0,2.27,328,0,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1173006,3,26.08,0,0,0,2.67,513,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1174001,0,30.11,0,0,0,2.64,764,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,1174001,1,32.05,0,0,0,2.81,229,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,1174001,2,36.42,0,0,0,3.19,458,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,1174001,3,41.28,0,0,0,3.61,688,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,1174001,4,46.13,0,0,0,4.04,917,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1174001,5,48.56,0,0,0,4.25,1146,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,1174002,0,26.96,0,0,0,2.76,684,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,1174002,1,28.7,0,0,0,2.94,205,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,1174002,2,32.61,0,0,0,3.34,410,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,1174002,3,36.96,0,0,0,3.79,616,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,1174002,4,41.31,0,0,0,4.23,821,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1174002,5,43.48,0,0,0,4.45,1026,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1174003,0,31.72,0,0,0,3.18,805,0,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1174003,1,33.77,0,0,0,3.38,241,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1174003,2,38.37,0,0,0,3.84,483,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1174003,3,43.49,0,0,0,4.36,724,0,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1174003,4,48.6,0,0,0,4.87,966,0,0,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1174003,5,51.16,0,0,0,5.13,1207,0,0,0,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1174004,0,25.69,0,0,0,2.68,652,0,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1174004,1,27.35,0,0,0,2.85,196,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1174004,2,31.08,0,0,0,3.24,391,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1174004,3,35.22,0,0,0,3.67,587,0,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1174004,4,39.37,0,0,0,4.11,782,0,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1174004,5,41.44,0,0,0,4.32,978,0,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1174005,0,26.1,0,0,0,2.53,662,0,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1174005,1,27.78,0,0,0,2.69,199,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1174005,2,31.57,0,0,0,3.06,397,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1174005,3,35.78,0,0,0,3.47,596,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1174005,4,39.99,0,0,0,3.87,795,0,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1174005,5,42.09,0,0,0,4.08,993,0,0,0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1174006,0,34.27,0,0,0,3.08,870,0,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,1174006,1,36.49,0,0,0,3.28,261,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1174006,2,41.46,0,0,0,3.72,522,0,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1174006,3,46.99,0,0,0,4.22,783,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1174006,4,52.52,0,0,0,4.71,1044,0,0,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1174006,5,55.28,0,0,0,4.96,1305,0,0,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1173007,0,23.88,0,0,0,2.15,652,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1173007,1,25.21,0,0,0,2.26,196,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1173007,2,28.2,0,0,0,2.53,418,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1173007,3,33.17,0,0,0,2.98,652,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1173008,0,24.13,0,0,0,2.11,659,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1173008,1,25.47,0,0,0,2.23,198,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1173008,2,28.48,0,0,0,2.49,422,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1173008,3,33.51,0,0,0,2.93,659,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1173009,0,22.11,0,0,0,2.21,604,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1173009,1,23.33,0,0,0,2.33,181,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1173009,2,26.1,0,0,0,2.61,386,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1173009,3,30.7,0,0,0,3.07,604,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1173010,0,21.19,0,0,0,1.81,579,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1173010,1,22.37,0,0,0,1.91,174,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,1173010,2,25.02,0,0,0,2.14,370,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,1173010,3,29.43,0,0,0,2.51,579,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1173011,0,18.97,0,0,0,1.89,518,0,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1173011,1,20.03,0,0,0,1.99,155,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1173011,2,22.4,0,0,0,2.23,332,0,0,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1173011,3,26.35,0,0,0,2.62,518,0,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1173012,0,18.09,0,0,0,1.84,494,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1173012,1,19.09,0,0,0,1.94,148,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1173012,2,21.35,0,0,0,2.17,316,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1173012,3,25.12,0,0,0,2.55,494,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1173013,0,18.09,0,0,0,1.84,494,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1173013,1,19.09,0,0,0,1.94,148,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1173013,2,21.35,0,0,0,2.17,316,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1173013,3,25.12,0,0,0,2.55,494,0,0,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1173014,0,22.32,0,0,0,2.18,610,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1173014,1,23.57,0,0,0,2.3,183,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1173014,2,26.36,0,0,0,2.58,390,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1173014,3,31.01,0,0,0,3.03,610,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1173015,0,24.13,0,0,0,2.11,659,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1173015,1,25.47,0,0,0,2.23,198,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1173015,2,28.48,0,0,0,2.49,422,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1173015,3,33.51,0,0,0,2.93,659,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1174007,0,32.04,0,0,0,3.13,813,0,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1174007,1,34.11,0,0,0,3.33,244,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1174007,2,38.76,0,0,0,3.78,488,0,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1174007,3,43.93,0,0,0,4.29,732,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1174007,4,49.1,0,0,0,4.79,976,0,0,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1174007,5,51.68,0,0,0,5.04,1220,0,0,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1174008,0,34.62,0,0,0,3.03,879,0,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,1174008,1,36.85,0,0,0,3.22,264,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1174008,2,41.88,0,0,0,3.66,527,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1174008,3,47.46,0,0,0,4.15,791,0,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1174008,4,53.05,0,0,0,4.64,1054,0,0,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1174008,5,55.84,0,0,0,4.88,1318,0,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1174009,0,30.42,0,0,0,2.59,772,0,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1174009,1,32.38,0,0,0,2.76,232,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1174009,2,36.79,0,0,0,3.13,463,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1174009,3,41.7,0,0,0,3.55,695,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1174009,4,46.6,0,0,0,3.97,926,0,0,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1174009,5,49.06,0,0,0,4.18,1158,0,0,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1174010,0,30.11,0,0,0,2.64,764,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1174010,1,32.05,0,0,0,2.81,229,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1174010,2,36.42,0,0,0,3.19,458,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1174010,3,41.28,0,0,0,3.61,688,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1174010,4,46.13,0,0,0,4.04,917,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1174010,5,48.56,0,0,0,4.25,1146,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1174011,0,26.36,0,0,0,2.49,669,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1174011,1,28.06,0,0,0,2.65,201,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,1174011,2,31.88,0,0,0,3.01,401,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,1174011,3,36.13,0,0,0,3.41,602,0,0,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1174011,4,40.38,0,0,0,3.82,803,0,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1174011,5,42.51,0,0,0,4.02,1003,0,0,0,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,1174012,0,26.96,0,0,0,2.76,684,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,1174012,1,28.7,0,0,0,2.94,205,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,1174012,2,32.61,0,0,0,3.34,410,0,0,0,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,1174012,3,36.96,0,0,0,3.79,616,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1174012,4,41.31,0,0,0,4.23,821,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1174012,5,43.48,0,0,0,4.45,1026,0,0,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1174013,0,27.23,0,0,0,2.72,691,0,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1174013,1,28.99,0,0,0,2.89,207,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1174013,2,32.94,0,0,0,3.29,415,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1174013,3,37.33,0,0,0,3.73,622,0,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1174013,4,41.73,0,0,0,4.16,829,0,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1174013,5,43.92,0,0,0,4.38,1037,0,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1174014,0,25.95,0,0,0,2.64,659,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1174014,1,27.63,0,0,0,2.81,198,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1174014,2,31.39,0,0,0,3.19,395,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1174014,3,35.58,0,0,0,3.61,593,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1174014,4,39.76,0,0,0,4.04,790,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,1174014,5,41.86,0,0,0,4.25,988,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1174015,0,25.69,0,0,0,2.68,652,0,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1174015,1,27.35,0,0,0,2.85,196,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1174015,2,31.08,0,0,0,3.24,391,0,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1174015,3,35.22,0,0,0,3.67,587,0,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
